Id,Label,Type,Parent
98584,Tee,function,98194
284,hasAccess,function,251
98592,Tgkill,function,98194
98597,Times,function,98194
33060,decompressor,class,32976
293,HasAccess,function,251
33061,nextBlock,function,33060
33064,Read,function,33060
299,GetRepositoryAccesses,function,5462
98602,Umask,function,98194
33070,WriteTo,function,33060
98606,Uname,function,98194
98609,Unmount,function,98194
131377,ifData,class,131115
308,GetAccessibleRepositories,function,5462
33079,Close,function,33060
98614,Unshare,function,98194
98617,Ustat,function,98194
314,maxAccessMode,function,251
33083,readHuffman,function,33060
98621,write,function,98194
318,refreshAccesses,function,3964
324,refreshCollaboratorAccesses,function,3964
98628,exitThread,function,98194
98631,readlen,function,98194
131403,IfData,class,131115
331,recalculateTeamAccesses,function,3964
33102,huffmanBlock,function,33060
98638,writelen,function,98194
337,recalculateAccesses,function,3964
98645,munmap,function,98194
131412,IfaMsghdr,class,131115
343,RecalculateAccesses,function,3964
98649,Madvise,function,98194
33114,dataBlock,function,33060
346,github.com/gogs/gogs/models/action.go,file,250
347,ActionType,class,346
131420,IfmaMsghdr,class,131115
98654,Mprotect,function,98194
33120,copyData,function,33060
131427,IfAnnounceMsghdr,class,131115
98659,Mlock,function,98194
33125,finishBlock,function,33060
98663,Munlock,function,98194
33127,moreBits,function,33060
98667,Mlockall,function,98194
33132,huffSym,function,33060
98670,Munlockall,function,98194
98672,Dup2,function,98194
131441,RtMsghdr,class,131115
33140,makeReader,function,32976
98676,EpollWait,function,98194
377,assembleKeywordsPattern,function,346
33145,fixedHuffmanDecoderInit,function,32976
380,init,function,346
131454,RtMetrics,class,131115
98684,Fadvise,function,98194
33151,Reset,function,33060
98690,Fchown,function,98194
33156,NewReader,function,32976
98695,Fstat,function,98194
33160,NewReaderDict,function,32976
131467,BpfStat,class,131115
98699,Fstatfs,function,98194
131464,BpfVersion,class,131115
395,Action,class,346
396,BeforeInsert,function,395
131471,BpfZbuf,class,131115
33165,github.com/gogs/gogs/vendor/github.com/klauspost/compress/flate/reverse_bits.go,file,32247
398,AfterSet,function,395
98703,Ftruncate,function,98194
33167,reverseUint16,function,33165
131474,BpfProgram,class,131115
402,GetOpType,function,395
33170,reverseBits,function,33165
98707,Getegid,function,98194
405,GetActUserName,function,395
131479,BpfInsn,class,131115
33174,github.com/gogs/gogs/vendor/github.com/klauspost/compress/flate/snappy.go,file,32247
33175,emitLiteral,function,33174
98710,Geteuid,function,98194
408,ShortActUserName,function,395
98713,Getgid,function,98194
411,GetRepoUserName,function,395
33179,emitCopy,function,33174
98716,Getrlimit,function,98194
414,ShortRepoUserName,function,395
131485,BpfHdr,class,131115
131490,BpfZbufHeader,class,131115
417,GetRepoName,function,395
98720,Getuid,function,98194
33185,snappyEnc,class,33174
33186,newSnappy,function,33174
98723,InotifyInit,function,98194
420,ShortRepoName,function,395
98727,Ioperm,function,98194
423,GetRepoPath,function,395
131498,Termios,class,131115
131499,github.com/gogs/gogs/vendor/golang.org/x/sys/unix/ztypes_freebsd_amd64.go,file,50558
426,ShortRepoPath,function,395
33196,load32,function,33174
429,GetRepoLink,function,395
98732,Iopl,function,98194
98735,Lchown,function,98194
432,GetBranch,function,395
33200,load64,function,33174
131506,_C_int,class,131499
131507,_C_long,class,131499
435,GetContent,function,395
131505,_C_short,class,131499
33204,hash,function,33174
98741,Listen,function,98194
131511,Timespec,class,131499
438,GetCreate,function,395
131508,_C_long_long,class,131499
33207,snappyL1,class,33174
33208,Reset,function,33207
98745,Lstat,function,98194
131514,Timeval,class,131499
441,GetIssueInfos,function,395
33210,Encode,function,33207
444,GetIssueTitle,function,395
98750,Pause,function,98194
98752,Pread,function,98194
450,GetIssueContent,function,395
456,newRepoAction,function,346
98760,Pwrite,function,98194
131531,Rusage,class,131499
131534,Rlimit,class,131499
131535,_Gid_t,class,131499
463,NewRepoAction,function,346
98768,Seek,function,98194
33235,tableEntry,class,33174
468,renameRepoAction,function,346
33236,load3232,function,33174
98775,Select,function,98194
33240,load6432,function,33174
474,RenameRepoAction,function,346
33246,snappyGen,class,33174
479,issueIndexTrimRight,function,346
98784,sendfile,function,98194
33249,snappyL2,class,33174
33250,Encode,function,33249
98792,Setfsgid,function,98194
489,PushCommit,class,346
98795,Setfsuid,function,98194
131567,Stat_t,class,131499
494,PushCommits,class,346
495,NewPushCommits,function,346
98798,Setregid,function,98194
497,ToApiPayloadCommits,function,494
98802,Setresgid,function,98194
98807,Setresuid,function,98194
33276,tableEntryPrev,class,33174
98812,Setrlimit,function,98194
33279,snappyL3,class,33174
512,AvatarLink,function,494
33280,Encode,function,33279
98816,Setreuid,function,98194
131590,Statfs_t,class,131499
98820,Shutdown,function,98194
518,UpdateIssuesCommit,function,346
98824,Splice,function,98194
131598,Flock_t,class,131499
98834,Stat,function,98194
131606,Fsid,class,131499
98839,Statfs,function,98194
131604,Dirent,class,131499
98844,SyncFileRange,function,98194
33309,snappyL4,class,33174
33310,Encode,function,33309
542,CommitRepoActionOptions,class,346
543,CommitRepoAction,function,346
131618,RawSockaddrInet4,class,131499
98850,Truncate,function,98194
98855,accept,function,98194
131625,RawSockaddrInet6,class,131499
98862,accept4,function,98194
131629,RawSockaddrUnix,class,131499
562,transferRepoAction,function,346
131638,RawSockaddrDatalink,class,131499
98870,bind,function,98194
568,TransferRepoAction,function,346
131642,RawSockaddr,class,131499
98875,connect,function,98194
131646,_Socklen,class,131499
573,mergePullRequestAction,function,346
33342,matchlen,function,33246
131645,RawSockaddrAny,class,131499
98880,getgroups,function,98194
579,MergePullRequestAction,function,346
131649,Linger,class,131499
131655,IPMreq,class,131499
131652,Iovec,class,131499
98886,setgroups,function,98194
584,mirrorSyncAction,function,346
131659,IPMreqn,class,131499
33355,Reset,function,33246
98890,getsockopt,function,98194
131662,IPv6Mreq,class,131499
33357,github.com/gogs/gogs/vendor/github.com/klauspost/compress/flate/token.go,file,32247
98897,setsockopt,function,98194
594,MirrorSyncPushActionOptions,class,346
595,MirrorSyncPushAction,function,346
33365,token,class,33357
33368,tokens,class,33357
33369,literalToken,function,33357
98904,socket,function,98194
131672,Msghdr,class,131499
33372,matchToken,function,33357
605,MirrorSyncCreateAction,function,346
131679,Inet6Pktinfo,class,131499
98911,socketpair,function,98194
131676,Cmsghdr,class,131499
33376,matchTokend,function,33357
131682,IPv6MTUInfo,class,131499
609,MirrorSyncDeleteAction,function,346
33380,typ,function,33365
98917,getpeername,function,98194
613,GetFeeds,function,346
131684,ICMPv6Filter,class,131499
33383,literal,function,33365
33386,offset,function,33365
98922,getsockname,function,98194
33389,length,function,33365
98927,recvfrom,function,98194
33392,lengthCode,function,33357
625,github.com/gogs/gogs/models/admin.go,file,250
626,NoticeType,class,625
33395,offsetCode,function,33357
33398,gzip,folder,-1
33399,github.com/gogs/gogs/vendor/github.com/klauspost/compress/gzip/gunzip.go,file,33398
98937,sendto,function,98194
633,Notice,class,625
634,BeforeInsert,function,633
636,AfterSet,function,633
131710,FdSet,class,131499
131708,Kevent_t,class,131499
640,TrStr,function,633
98945,recvmsg,function,98194
643,CreateNotice,function,625
33411,noEOF,function,33399
648,CreateRepositoryNotice,function,625
98952,sendmsg,function,98194
651,RemoveAllWithNotice,function,625
33419,Header,class,33399
98959,mmap,function,98194
656,CountNotices,function,625
131728,ifMsghdr,class,131499
659,Notices,function,625
33428,Reader,class,33399
33429,NewReader,function,33399
98969,Utime,function,98194
665,DeleteNotice,function,625
33435,Reset,function,33428
131737,IfMsghdr,class,131499
668,DeleteNotices,function,625
98974,pipe,function,98194
98977,pipe2,function,98194
673,DeleteNoticesByIDs,function,625
33441,Multistream,function,33428
33444,readString,function,33428
98981,poll,function,98194
676,github.com/gogs/gogs/models/attachment.go,file,250
33452,readHeader,function,33428
685,Attachment,class,676
98988,github.com/gogs/gogs/vendor/golang.org/x/sys/unix/zsyscall_linux_arm.go,file,50558
686,BeforeInsert,function,685
98990,Linkat,function,98988
688,AfterSet,function,685
131763,ifData,class,131499
692,AttachmentLocalPath,function,676
33460,Read,function,33428
98999,openat,function,98988
695,LocalPath,function,685
698,NewAttachment,function,676
33467,WriteTo,function,33428
99008,ppoll,function,98988
708,getAttachmentByUUID,function,676
33479,Close,function,33428
99016,Readlinkat,function,98988
33482,github.com/gogs/gogs/vendor/github.com/klauspost/compress/gzip/gzip.go,file,33398
716,getAttachmentsByUUIDs,function,676
131789,IfData,class,131499
99025,Symlinkat,function,98988
722,GetAttachmentByUUID,function,676
131798,IfaMsghdr,class,131499
726,getAttachmentsByIssueID,function,676
99032,Unlinkat,function,98988
33499,Writer,class,33482
732,GetAttachmentsByIssueID,function,676
33500,NewWriter,function,33482
131806,IfmaMsghdr,class,131499
99038,utimes,function,98988
736,getAttachmentsByCommentID,function,676
33504,NewWriterLevel,function,33482
99043,utimensat,function,98988
742,GetAttachmentsByCommentID,function,676
33510,init,function,33499
131813,IfAnnounceMsghdr,class,131499
746,getAttachmentsByReleaseID,function,676
33515,Reset,function,33499
99050,futimesat,function,98988
33518,writeBytes,function,33499
99055,Getcwd,function,98988
752,GetAttachmentsByReleaseID,function,676
131827,RtMsghdr,class,131499
33522,writeString,function,33499
756,DeleteAttachment,function,676
99061,wait4,function,98988
760,DeleteAttachments,function,676
33528,Write,function,33499
99069,ptrace,function,98988
766,DeleteAttachmentsByIssue,function,676
33534,Flush,function,33499
33537,Close,function,33499
99075,reboot,function,98988
131840,RtMetrics,class,131499
33540,cpuid,folder,-1
773,DeleteAttachmentsByComment,function,676
33541,github.com/gogs/gogs/vendor/github.com/klauspost/cpuid/cpuid.go,file,33540
33542,Vendor,class,33541
131850,BpfVersion,class,131499
99082,mount,function,98988
780,github.com/gogs/gogs/models/comment.go,file,250
781,CommentType,class,780
131853,BpfStat,class,131499
131857,BpfZbuf,class,131499
99092,Acct,function,98988
789,CommentTag,class,780
131861,BpfProgram,class,131499
131866,BpfInsn,class,131499
99096,Adjtimex,function,98988
99101,Chdir,function,98988
99105,Chroot,function,98988
131872,BpfHdr,class,131499
99109,ClockGettime,function,98988
131877,BpfZbufHeader,class,131499
99113,Close,function,98988
811,Comment,class,780
812,BeforeInsert,function,811
131886,github.com/gogs/gogs/vendor/golang.org/x/sys/unix/ztypes_freebsd_arm.go,file,50558
99116,Dup,function,98988
814,BeforeUpdate,function,811
131885,Termios,class,131499
816,AfterSet,function,811
99121,Dup3,function,98988
820,loadAttributes,function,811
131894,_C_long,class,131886
131895,_C_long_long,class,131886
131892,_C_short,class,131886
99126,EpollCreate,function,98988
131893,_C_int,class,131886
824,LoadAttributes,function,811
131899,Timespec,class,131886
99131,EpollCreate1,function,98988
827,AfterDelete,function,811
829,HTMLURL,function,811
131903,Timeval,class,131886
832,APIFormat,function,811
99136,EpollCtl,function,98988
835,CommentHashTag,function,780
838,HashTag,function,811
99142,Exit,function,98988
841,EventTag,function,811
99144,Faccessat,function,98988
844,mailParticipants,function,811
99151,Fallocate,function,98988
33617,CPUInfo,class,33541
131923,Rlimit,class,131886
131920,Rusage,class,131886
851,createComment,function,780
99157,Fchdir,function,98988
131924,_Gid_t,class,131886
33623,init,function,33541
33624,Detect,function,33541
33625,Cmov,function,33617
99160,Fchmod,function,98988
858,github.com/gogs/gogs/models/error.go,file,250
33628,Amd3dnow,function,33617
860,ErrNameReserved,class,858
861,IsErrNameReserved,function,858
99164,Fchmodat,function,98988
33631,Amd3dnowExt,function,33617
864,Error,function,860
33634,MMX,function,33617
99171,Fchownat,function,98988
868,ErrNamePatternNotAllowed,class,858
869,IsErrNamePatternNotAllowed,function,858
33637,MMXExt,function,33617
872,Error,function,868
33640,SSE,function,33617
99179,fcntl,function,98988
33643,SSE2,function,33617
876,ErrUserAlreadyExist,class,858
877,IsErrUserAlreadyExist,function,858
33646,SSE3,function,33617
880,Error,function,876
33649,SSSE3,function,33617
99186,Fdatasync,function,98988
33652,SSE4,function,33617
99189,Flock,function,98988
884,ErrEmailAlreadyUsed,class,858
885,IsErrEmailAlreadyUsed,function,858
131956,Stat_t,class,131886
33655,SSE42,function,33617
888,Error,function,884
99193,Fsync,function,98988
33658,AVX,function,33617
892,ErrUserOwnRepos,class,858
893,IsErrUserOwnRepos,function,858
33661,AVX2,function,33617
99196,Getdents,function,98988
896,Error,function,892
33664,FMA3,function,33617
99203,Getpgid,function,98988
33667,FMA4,function,33617
900,ErrUserHasOrgs,class,858
901,IsErrUserHasOrgs,function,858
33670,XOP,function,33617
904,Error,function,900
33673,F16C,function,33617
99208,Getpid,function,98988
131979,Statfs_t,class,131886
99211,Getppid,function,98988
33676,BMI1,function,33617
908,ErrWikiAlreadyExist,class,858
909,IsErrWikiAlreadyExist,function,858
33679,BMI2,function,33617
99214,Getpriority,function,98988
912,Error,function,908
131987,Flock_t,class,131886
33682,TBM,function,33617
916,ErrKeyUnableVerify,class,858
917,IsErrKeyUnableVerify,function,858
33685,Lzcnt,function,33617
99220,Getrusage,function,98988
920,Error,function,916
33688,Popcnt,function,33617
99224,Getsid,function,98988
131995,Fsid,class,131886
33691,HTT,function,33617
131993,Dirent,class,131886
99229,Gettid,function,98988
924,ErrKeyNotExist,class,858
925,IsErrKeyNotExist,function,858
33694,SSE2Slow,function,33617
928,Error,function,924
33697,SSE3Slow,function,33617
99232,Getxattr,function,98988
132001,RawSockaddrInet4,class,131886
33700,AesNi,function,33617
933,ErrKeyAlreadyExist,class,858
934,IsErrKeyAlreadyExist,function,858
33703,Clmul,function,33617
937,Error,function,933
33706,NX,function,33617
132008,RawSockaddrInet6,class,131886
99242,InotifyAddWatch,function,98988
33709,SSE4A,function,33617
942,ErrKeyNameAlreadyUsed,class,858
132012,RawSockaddrUnix,class,131886
943,IsErrKeyNameAlreadyUsed,function,858
33712,HLE,function,33617
946,Error,function,942
33715,RTM,function,33617
99250,InotifyInit1,function,98988
33718,Rdrand,function,33617
99255,InotifyRmWatch,function,98988
132021,RawSockaddrDatalink,class,131886
952,ErrKeyAccessDenied,class,858
953,IsErrKeyAccessDenied,function,858
33721,Rdseed,function,33617
132025,RawSockaddr,class,131886
956,Error,function,952
33724,ADX,function,33617
99261,Kill,function,98988
132028,RawSockaddrAny,class,131886
33727,SHA,function,33617
132029,_Socklen,class,131886
99265,Klogctl,function,98988
132035,Iovec,class,131886
33730,AVX512F,function,33617
962,ErrDeployKeyNotExist,class,858
132032,Linger,class,131886
963,IsErrDeployKeyNotExist,function,858
132038,IPMreq,class,131886
33733,AVX512DQ,function,33617
966,Error,function,962
33736,AVX512IFMA,function,33617
132042,IPMreqn,class,131886
99272,Listxattr,function,98988
33739,AVX512PF,function,33617
971,ErrDeployKeyAlreadyExist,class,858
972,IsErrDeployKeyAlreadyExist,function,858
33742,AVX512ER,function,33617
975,Error,function,971
132045,IPv6Mreq,class,131886
33745,AVX512CD,function,33617
99280,Mkdirat,function,98988
66515,github.com/gogs/gogs/vendor/golang.org/x/sys/unix/zerrors_linux_386.go,file,50558
33748,AVX512BW,function,33617
980,ErrDeployKeyNameAlreadyUsed,class,858
981,IsErrDeployKeyNameAlreadyUsed,function,858
33751,AVX512VL,function,33617
99286,Mknodat,function,98988
132053,Msghdr,class,131886
984,Error,function,980
33754,AVX512VBMI,function,33617
132057,Cmsghdr,class,131886
99293,Nanosleep,function,98988
988,ErrAccessTokenNotExist,class,858
989,IsErrAccessTokenNotExist,function,858
33757,MPX,function,33617
132063,IPv6MTUInfo,class,131886
132060,Inet6Pktinfo,class,131886
992,Error,function,988
33760,ERMS,function,33617
99297,PivotRoot,function,98988
33763,RDTSCP,function,33617
995,ErrAccessTokenEmpty,class,858
132065,ICMPv6Filter,class,131886
996,IsErrAccessTokenEmpty,function,858
33766,CX16,function,33617
99303,prlimit,function,98988
999,Error,function,995
33769,Atom,function,33617
1003,ErrLastOrgOwner,class,858
1004,IsErrLastOrgOwner,function,858
33772,Intel,function,33617
99309,Prctl,function,98988
1007,Error,function,1003
33775,AMD,function,33617
33778,Transmeta,function,33617
1012,ErrRepoAlreadyExist,class,858
1013,IsErrRepoAlreadyExist,function,858
33781,NSC,function,33617
99316,read,function,98988
1016,Error,function,1012
33784,VIA,function,33617
132091,FdSet,class,131886
99323,Removexattr,function,98988
33787,RTCounter,function,33617
132089,Kevent_t,class,131886
1022,ErrInvalidCloneAddr,class,858
1023,IsErrInvalidCloneAddr,function,858
33791,Ia32TscAux,function,33617
99329,Renameat,function,98988
1026,Error,function,1022
33794,LogicalCPU,function,33617
33797,VM,function,33617
1030,ErrUpdateTaskNotExist,class,858
1031,IsErrUpdateTaskNotExist,function,858
99337,Setdomainname,function,98988
33800,Flags,class,33541
33801,String,function,33800
1034,Error,function,1030
33804,Strings,function,33800
99341,Sethostname,function,98988
1038,ErrReleaseAlreadyExist,class,858
1039,IsErrReleaseAlreadyExist,function,858
132109,ifMsghdr,class,131886
99345,Setpgid,function,98988
1042,Error,function,1038
33812,maxExtendedFunction,function,33541
99349,Setsid,function,98988
132118,IfMsghdr,class,131886
33815,maxFunctionID,function,33541
1047,ErrReleaseNotExist,class,858
1048,IsErrReleaseNotExist,function,858
99353,Settimeofday,function,98988
33818,brandName,function,33541
1051,Error,function,1047
99356,Setns,function,98988
1055,ErrInvalidTagName,class,858
1056,IsErrInvalidTagName,function,858
99360,Setpriority,function,98988
33826,threadsPerCore,function,33541
1059,Error,function,1055
99365,Setxattr,function,98988
1063,ErrRepoFileAlreadyExist,class,858
1064,IsErrRepoFileAlreadyExist,function,858
33832,logicalCores,function,33541
1067,Error,function,1063
33836,familyModel,function,33541
99375,Sysinfo,function,98988
99374,Sync,function,98988
33842,physicalCores,function,33541
132144,ifData,class,131886
99378,Tee,function,98988
1076,ErrPullRequestNotExist,class,858
1077,IsErrPullRequestNotExist,function,858
33845,vendorID,function,33541
1080,Error,function,1076
33850,cacheLine,function,33541
33853,cacheSize,function,33617
99388,Tgkill,function,98988
1085,ErrCommentNotExist,class,858
1086,IsErrCommentNotExist,function,858
99393,Times,function,98988
1089,Error,function,1085
1094,ErrLabelNotExist,class,858
1095,IsErrLabelNotExist,function,858
99398,Umask,function,98988
132171,IfData,class,131886
1098,Error,function,1094
99402,Uname,function,98988
99405,Unmount,function,98988
1103,ErrMilestoneNotExist,class,858
1104,IsErrMilestoneNotExist,function,858
33872,SGXSupport,class,33541
33873,sgx,function,33541
1107,Error,function,1103
99410,Unshare,function,98988
99413,Ustat,function,98988
33877,support,function,33541
132180,IfaMsghdr,class,131886
99417,write,function,98988
1112,ErrAttachmentNotExist,class,858
1113,IsErrAttachmentNotExist,function,858
1116,Error,function,1112
33886,valAsString,function,33541
132188,IfmaMsghdr,class,131886
1120,ErrLoginSourceAlreadyExist,class,858
1121,IsErrLoginSourceAlreadyExist,function,858
99424,exitThread,function,98988
132195,IfAnnounceMsghdr,class,131886
99427,readlen,function,98988
33891,github.com/gogs/gogs/vendor/github.com/klauspost/cpuid/detect_intel.go,file,33540
1124,Error,function,1120
33892,asmCpuid,function,33891
1128,ErrLoginSourceInUse,class,858
1129,IsErrLoginSourceInUse,function,858
33898,asmCpuidex,function,33891
99434,writelen,function,98988
1132,Error,function,1128
99441,munmap,function,98988
33905,asmXgetbv,function,33891
1137,ErrTeamAlreadyExist,class,858
1138,IsErrTeamAlreadyExist,function,858
132209,RtMsghdr,class,131886
99445,Madvise,function,98988
1141,Error,function,1137
33909,asmRdtscpAsm,function,33891
33914,initCPU,function,33891
1146,ErrUploadNotExist,class,858
1147,IsErrUploadNotExist,function,858
99450,Mprotect,function,98988
33915,github.com/gogs/gogs/vendor/github.com/klauspost/cpuid/detect_ref.go,file,33540
33916,initCPU,function,33915
132222,RtMetrics,class,131886
33917,github.com/gogs/gogs/vendor/github.com/klauspost/cpuid/generate.go,file,33540
1150,Error,function,1146
99455,Mlock,function,98988
33918,github.com/gogs/gogs/vendor/github.com/klauspost/cpuid/private-gen.go,file,33540
1153,errors,folder,-1
99459,Munlock,function,98988
1154,github.com/gogs/gogs/models/errors/errors.go,file,1153
1155,New,function,1154
33925,main,function,33918
99463,Mlockall,function,98988
1158,github.com/gogs/gogs/models/errors/issue.go,file,1153
132235,BpfStat,class,131886
1162,IssueNotExist,class,1158
132232,BpfVersion,class,131886
1163,IsIssueNotExist,function,1158
99466,Munlockall,function,98988
99468,pipe2,function,98988
132239,BpfZbuf,class,131886
1166,Error,function,1162
132242,BpfProgram,class,131886
99472,accept,function,98988
1170,InvalidIssueReference,class,1158
1171,IsInvalidIssueReference,function,1158
132247,BpfInsn,class,131886
1174,Error,function,1170
99479,accept4,function,98988
33945,copyFile,function,33918
1177,github.com/gogs/gogs/models/errors/login_source.go,file,1153
1179,LoginSourceNotExist,class,1177
1180,IsLoginSourceNotExist,function,1177
99487,bind,function,98988
1183,Error,function,1179
132253,BpfHdr,class,131886
132258,BpfZbufHeader,class,131886
33953,copyFileContents,function,33918
1187,LoginSourceNotActivated,class,1177
1188,IsLoginSourceNotActivated,function,1177
99492,connect,function,98988
1191,Error,function,1187
99497,getgroups,function,98988
132266,Termios,class,131886
132267,github.com/gogs/gogs/vendor/golang.org/x/sys/unix/ztypes_linux_386.go,file,50558
33962,rewrite,class,33918
33963,initRewrite,function,33918
1195,InvalidLoginSourceType,class,1177
1196,IsInvalidLoginSourceType,function,1177
99503,setgroups,function,98988
1199,Error,function,1195
132274,_C_short,class,132267
33969,parseExpr,function,33918
132275,_C_int,class,132267
99507,getsockopt,function,98988
1204,LoginSourceMismatch,class,1177
1205,IsLoginSourceMismatch,function,1177
